"probe_id","Symbol","logFC","pvalue","adj_pval","dataset"
"8144621","8144621",0.194583988133334,0.239678118112633,0.353637309199306,"GSE78851"
"8144625","8144625",0.658754646,0.0161432839412792,0.0621553032943169,"GSE78851"
"8144639","8144639",0.371262485533333,0.0869237689773217,0.173352963493231,"GSE78851"
"8144643","8144643",0.6710401694,0.0120954991238997,0.0528028072293755,"GSE78851"
"8144656","8144656",0.753641300666667,0.0172054628372863,0.0644987023308166,"GSE78851"
"8144658","8144658",0.549285312666667,0.00250668406416176,0.0222104690108655,"GSE78851"
"8144667","8144667",-0.0870453799333337,0.662537181079265,0.748522681505359,"GSE78851"
"8144669","8144669",-1.78040674866667,0.00415288897993871,0.0293747050401144,"GSE78851"
"8144683","8144683",0.805798213466667,0.0239225031582334,0.0778688401933748,"GSE78851"
"8144685","8144685",0.225991002466667,0.467636424262032,0.579930234632957,"GSE78851"
"8144687","8144687",0.0308237722666667,0.760617047520634,0.825676001536884,"GSE78851"
"8144691","8144691",0.729230396,0.0304690237449759,0.0897103770008881,"GSE78851"
"8144699","8144699",-0.891173630666667,0.0593437265146111,0.13467447848049,"GSE78851"
"8144701","8144701",-1.2642193718,0.0197909185839932,0.069796767855657,"GSE78851"
"8144703","8144703",1.22555766266667,0.00141385277226766,0.0163703324981349,"GSE78851"
"8144705","8144705",-0.109086863333333,0.527962650799107,0.633594685979358,"GSE78851"
"8144712","8144712",-1.073229802,0.000312970754238688,0.00711429346780841,"GSE78851"
"8144717","8144717",1.34891191393333,0.0161252018258086,0.0621188219254429,"GSE78851"
"8144719","8144719",-1.46063019,0.00895172994007615,0.044920474820104,"GSE78851"
"8144721","8144721",-0.344056922533333,0.0291540692280017,0.0873074499153743,"GSE78851"
"8144724","8144724",0.0056376142,0.956110922320448,0.970669792392355,"GSE78851"
"8144726","8144726",-0.983553138666667,0.00154359132919885,0.0171558220585522,"GSE78851"
"8144740","8144740",-0.0277125023333334,0.823140103009846,0.873873115647088,"GSE78851"
"8144742","8144742",0.0757337567333333,0.782860313788661,0.843078091497178,"GSE78851"
"8144758","8144758",-0.109015139866667,0.809501852433877,0.863458672747592,"GSE78851"
"8144774","8144774",-0.497466399,0.18421601346724,0.291900328930554,"GSE78851"
"8144786","8144786",-1.11563844533333,9.61679533445114e-05,0.00405295276657329,"GSE78851"
"8144802","8144802",-0.303063743533333,0.106879796161205,0.199193856383332,"GSE78851"
"8144810","8144810",0.780908566466667,0.0189445490450021,0.0680236550224086,"GSE78851"
